Genus,Epithet,Status,threat_category,species
Abies,alba,LC,not_threatened,Abies alba
Abies,pinsapo,VU,threatened,Abies pinsapo
Acer,campestre,LC,not_threatened,Acer campestre
Acer,granatense,LC,not_threatened,Acer granatense
Acer,monspessulanum monspessulanum,LC,not_threatened,Acer monspessulanum monspessulanum
Acer,opalus,LC,not_threatened,Acer opalus
Aceras,anthropophorum,LC,not_threatened,Aceras anthropophorum
Achillea,ageratum,LC,not_threatened,Achillea ageratum
Achillea,chamaemelifolia,LC,not_threatened,Achillea chamaemelifolia
Achillea,filipendulina,NT,not_threatened,Achillea filipendulina
Achillea,ligustica,NT,not_threatened,Achillea ligustica
Achillea,maritima,LC,not_threatened,Achillea maritima
Achillea,millefolium ceretanica,LC,not_threatened,Achillea millefolium ceretanica
Achillea,millefolium millefolium,LC,not_threatened,Achillea millefolium millefolium
Achillea,nobilis nobilis,LC,not_threatened,Achillea nobilis nobilis
Achillea,odorata,LC,not_threatened,Achillea odorata
Achillea,ptarmica,LC,not_threatened,Achillea ptarmica
Achillea,pyrenaica,LC,not_threatened,Achillea pyrenaica
Achillea,santolinoides santolinoides,LC,not_threatened,Achillea santolinoides santolinoides
Achillea,setacea,LC,not_threatened,Achillea setacea
Achillea,tomentosa,LC,not_threatened,Achillea tomentosa
Achnatherum,calamagrostis,LC,not_threatened,Achnatherum calamagrostis
Acinos,alpinus,LC,not_threatened,Acinos alpinus
Acinos,arvensis,LC,not_threatened,Acinos arvensis
Acinos,rotundifolius,LC,not_threatened,Acinos rotundifolius
Aconitum,anthora,LC,not_threatened,Aconitum anthora
Aconitum,burnatii,VU,threatened,Aconitum burnatii
Aconitum,napellus castellanum,VU,threatened,Aconitum napellus castellanum
Aconitum,napellus lusitanicum,LC,not_threatened,Aconitum napellus lusitanicum
Aconitum,napellus vulgare,LC,not_threatened,Aconitum napellus vulgare
Aconitum,variegatum pyrenaicum,VU,threatened,Aconitum variegatum pyrenaicum
Aconitum,vulparia neapolitanum,LC,not_threatened,Aconitum vulparia neapolitanum
Actaea,spicata,LC,not_threatened,Actaea spicata
Adenocarpus,argyrophyllus,LC,not_threatened,Adenocarpus argyrophyllus
Adenocarpus,aureus,LC,not_threatened,Adenocarpus aureus
Adenocarpus,complicatus,LC,not_threatened,Adenocarpus complicatus
Adenocarpus,decorticans,LC,not_threatened,Adenocarpus decorticans
Adenocarpus,desertorum,NT,not_threatened,Adenocarpus desertorum
Adenocarpus,gibbsianus,CR,threatened,Adenocarpus gibbsianus
Adenocarpus,hispanicus,LC,not_threatened,Adenocarpus hispanicus
Adenocarpus,lainzii,LC,not_threatened,Adenocarpus lainzii
Adenocarpus,telonensis,LC,not_threatened,Adenocarpus telonensis
Adenostyles,alliariae alliariae,VU,threatened,Adenostyles alliariae alliariae
Adenostyles,alliariae pyrenaica,LC,not_threatened,Adenostyles alliariae pyrenaica
Adiantum,capillus-veneris,LC,not_threatened,Adiantum capillus-veneris
Adonis,aestivalis aestivalis,NT,not_threatened,Adonis aestivalis aestivalis
Adonis,aestivalis squarrosa,LC,not_threatened,Adonis aestivalis squarrosa
Adonis,annua,LC,not_threatened,Adonis annua
Adonis,flammea,LC,not_threatened,Adonis flammea
Adonis,microcarpa,LC,not_threatened,Adonis microcarpa
Adonis,pyrenaica,NT,not_threatened,Adonis pyrenaica
Adonis,vernalis,LC,not_threatened,Adonis vernalis
Adoxa,moschatellina,RE,threatened,Adoxa moschatellina
Aegilops,geniculata,LC,not_threatened,Aegilops geniculata
Aegilops,neglecta,LC,not_threatened,Aegilops neglecta
Aegilops,triuncialis,LC,not_threatened,Aegilops triuncialis
Aegilops,ventricosa,LC,not_threatened,Aegilops ventricosa
Aegonychon,gastoni,EN,threatened,Aegonychon gastoni
Aegonychon,purpurocaeruleum,LC,not_threatened,Aegonychon purpurocaeruleum
Aegopodium,podagraria,NT,not_threatened,Aegopodium podagraria
Aeluropus,littoralis,LC,not_threatened,Aeluropus littoralis
Aethionema,marginatum,LC,not_threatened,Aethionema marginatum
Aethionema,monospermum,LC,not_threatened,Aethionema monospermum
Aethionema,saxatile,LC,not_threatened,Aethionema saxatile
Aethionema,thomasianum,NT,not_threatened,Aethionema thomasianum
Aethusa,cynapium cynapium,VU,threatened,Aethusa cynapium cynapium
Agrimonia,eupatoria eupatoria,LC,not_threatened,Agrimonia eupatoria eupatoria
Agrimonia,eupatoria grandis,LC,not_threatened,Agrimonia eupatoria grandis
Agrimonia,procera,NT,not_threatened,Agrimonia procera
Agropyron,cristatum pectinatum,LC,not_threatened,Agropyron cristatum pectinatum
Agrostemma,githago,LC,not_threatened,Agrostemma githago
Agrostis,agrostiflora,VU,threatened,Agrostis agrostiflora
Agrostis,alpina,LC,not_threatened,Agrostis alpina
Agrostis,canina canina,LC,not_threatened,Agrostis canina canina
Agrostis,canina granatensis,VU,threatened,Agrostis canina granatensis
Agrostis,capillaris,LC,not_threatened,Agrostis capillaris
Agrostis,castellana,LC,not_threatened,Agrostis castellana
Agrostis,curtisii,LC,not_threatened,Agrostis curtisii
Agrostis,delicatula,LC,not_threatened,Agrostis delicatula
Agrostis,durieui,LC,not_threatened,Agrostis durieui
Agrostis,gigantea,LC,not_threatened,Agrostis gigantea
Agrostis,hesperica,LC,not_threatened,Agrostis hesperica
Agrostis,juressi,LC,not_threatened,Agrostis juressi
Agrostis,nebulosa,LC,not_threatened,Agrostis nebulosa
Agrostis,nevadensis,LC,not_threatened,Agrostis nevadensis
Agrostis,pourretii,LC,not_threatened,Agrostis pourretii
Agrostis,reuteri,LC,not_threatened,Agrostis reuteri
Agrostis,rupestris,LC,not_threatened,Agrostis rupestris
Agrostis,schleicheri,LC,not_threatened,Agrostis schleicheri
Agrostis,stolonifera,LC,not_threatened,Agrostis stolonifera
Agrostis,tenerrima,LC,not_threatened,Agrostis tenerrima
Agrostis,tileni,LC,not_threatened,Agrostis tileni
Aira,caryophyllea caryophyllea,LC,not_threatened,Aira caryophyllea caryophyllea
Aira,caryophyllea multiculmis,LC,not_threatened,Aira caryophyllea multiculmis
Aira,caryophyllea plesiantha,LC,not_threatened,Aira caryophyllea plesiantha
Aira,cupaniana,LC,not_threatened,Aira cupaniana
Aira,elegantissima,LC,not_threatened,Aira elegantissima
Aira,praecox,LC,not_threatened,Aira praecox
Aira,tenorii,LC,not_threatened,Aira tenorii
Aira,uniaristata,LC,not_threatened,Aira uniaristata
Airopsis,tenella,LC,not_threatened,Airopsis tenella
Aizoon,hispanicum,LC,not_threatened,Aizoon hispanicum
Ajuga,chamaepitys,LC,not_threatened,Ajuga chamaepitys
Ajuga,iva,LC,not_threatened,Ajuga iva
Ajuga,pyramidalis meonantha,LC,not_threatened,Ajuga pyramidalis meonantha
Ajuga,pyramidalis pyramidalis,NT,not_threatened,Ajuga pyramidalis pyramidalis
Ajuga,reptans,LC,not_threatened,Ajuga reptans
Alchemilla,acutiformis,DD,not_threatened,Alchemilla acutiformis
Alchemilla,albinervia,EN,threatened,Alchemilla albinervia
Alchemilla,alpigena,VU,threatened,Alchemilla alpigena
Alchemilla,alpina,NT,not_threatened,Alchemilla alpina
Alchemilla,amphisericea,EN,threatened,Alchemilla amphisericea
Alchemilla,angustata,VU,threatened,Alchemilla angustata
Alchemilla,angustiserrata,DD,not_threatened,Alchemilla angustiserrata
Alchemilla,aranica,DD,not_threatened,Alchemilla aranica
Alchemilla,atriuscula,NT,not_threatened,Alchemilla atriuscula
Alchemilla,atropurpurea,CR,threatened,Alchemilla atropurpurea
Alchemilla,benasquensis,EN,threatened,Alchemilla benasquensis
Alchemilla,borderei,DD,not_threatened,Alchemilla borderei
Alchemilla,burgensis,VU,threatened,Alchemilla burgensis
Alchemilla,catalaunica,LC,not_threatened,Alchemilla catalaunica
Alchemilla,cataractarum,LC,not_threatened,Alchemilla cataractarum
Alchemilla,colorata,LC,not_threatened,Alchemilla colorata
Alchemilla,connivens,NT,not_threatened,Alchemilla connivens
Alchemilla,coriacea,LC,not_threatened,Alchemilla coriacea
Alchemilla,crenulata,DD,not_threatened,Alchemilla crenulata
Alchemilla,demissa,EN,threatened,Alchemilla demissa
Alchemilla,diluta,EN,threatened,Alchemilla diluta
Alchemilla,effusa,NT,not_threatened,Alchemilla effusa
Alchemilla,espotensis,NT,not_threatened,Alchemilla espotensis
Alchemilla,fageti,DD,not_threatened,Alchemilla fageti
Alchemilla,fallax,VU,threatened,Alchemilla fallax
Alchemilla,filicaulis,DD,not_threatened,Alchemilla filicaulis
Alchemilla,fissa,NT,not_threatened,Alchemilla fissa
Alchemilla,flabellata,LC,not_threatened,Alchemilla flabellata
Alchemilla,fontqueri,CR,threatened,Alchemilla fontqueri
Alchemilla,frost-olsenii,EN,threatened,Alchemilla frost-olsenii
Alchemilla,fulgens,VU,threatened,Alchemilla fulgens
Alchemilla,fulgida,VU,threatened,Alchemilla fulgida
Alchemilla,glabra,LC,not_threatened,Alchemilla glabra
Alchemilla,glaucescens,DD,not_threatened,Alchemilla glaucescens
Alchemilla,glomerulans,LC,not_threatened,Alchemilla glomerulans
Alchemilla,hispanica,VU,threatened,Alchemilla hispanica
Alchemilla,hoppeaniformis,DD,not_threatened,Alchemilla hoppeaniformis
Alchemilla,hypercycla,NT,not_threatened,Alchemilla hypercycla
Alchemilla,ilerdensis,DD,not_threatened,Alchemilla ilerdensis
Alchemilla,impedicellata,EN,threatened,Alchemilla impedicellata
Alchemilla,inconcinna,DD,not_threatened,Alchemilla inconcinna
Alchemilla,iniquiformis,NT,not_threatened,Alchemilla iniquiformis
Alchemilla,iratiana,DD,not_threatened,Alchemilla iratiana
Alchemilla,ischnocarpa,DD,not_threatened,Alchemilla ischnocarpa
Alchemilla,lainzii,DD,not_threatened,Alchemilla lainzii
Alchemilla,lapeyrousii,LC,not_threatened,Alchemilla lapeyrousii
Alchemilla,legionensis,DD,not_threatened,Alchemilla legionensis
Alchemilla,lucida,EN,threatened,Alchemilla lucida
Alchemilla,lunaria,EN,threatened,Alchemilla lunaria
Alchemilla,macrochira,NT,not_threatened,Alchemilla macrochira
Alchemilla,melanoscytos,EN,threatened,Alchemilla melanoscytos
Alchemilla,microcephala,VU,threatened,Alchemilla microcephala
Alchemilla,montserratii,NT,not_threatened,Alchemilla montserratii
Alchemilla,mystrostigma,EN,threatened,Alchemilla mystrostigma
Alchemilla,nafarroana,CR,threatened,Alchemilla nafarroana
Alchemilla,nieto-felineri,DD,not_threatened,Alchemilla nieto-felineri
Alchemilla,nudans,DD,not_threatened,Alchemilla nudans
Alchemilla,oscensis,VU,threatened,Alchemilla oscensis
Alchemilla,ozana,NT,not_threatened,Alchemilla ozana
Alchemilla,pallens,LC,not_threatened,Alchemilla pallens
Alchemilla,paupercula,DD,not_threatened,Alchemilla paupercula
Alchemilla,pentaphyllea,VU,threatened,Alchemilla pentaphyllea
Alchemilla,perspicua,NT,not_threatened,Alchemilla perspicua
Alchemilla,polatschekiana,VU,threatened,Alchemilla polatschekiana
Alchemilla,polita,EN,threatened,Alchemilla polita
Alchemilla,polychroma,EN,threatened,Alchemilla polychroma
Alchemilla,rubristipula,LC,not_threatened,Alchemilla rubristipula
Alchemilla,rugulosa,EN,threatened,Alchemilla rugulosa
Alchemilla,santanderiensis,EN,threatened,Alchemilla santanderiensis
Alchemilla,saxatilis,LC,not_threatened,Alchemilla saxatilis
Alchemilla,serratisaxatilis,DD,not_threatened,Alchemilla serratisaxatilis
Alchemilla,sierrae,DD,not_threatened,Alchemilla sierrae
Alchemilla,spathulata,NT,not_threatened,Alchemilla spathulata
Alchemilla,spectabilior,EN,threatened,Alchemilla spectabilior
Alchemilla,straminea,DD,not_threatened,Alchemilla straminea
Alchemilla,subalpina,DD,not_threatened,Alchemilla subalpina
Alchemilla,tenerifolia,NT,not_threatened,Alchemilla tenerifolia
Alchemilla,tenerrima,EN,threatened,Alchemilla tenerrima
Alchemilla,tenuis,NT,not_threatened,Alchemilla tenuis
Alchemilla,transiens,NT,not_threatened,Alchemilla transiens
Alchemilla,vetteri,NT,not_threatened,Alchemilla vetteri
Alchemilla,villarii,EN,threatened,Alchemilla villarii
Alchemilla,vizcayensis,EN,threatened,Alchemilla vizcayensis
Alchemilla,xanthochlora,LC,not_threatened,Alchemilla xanthochlora
Alisma,lanceolatum,LC,not_threatened,Alisma lanceolatum
Alisma,plantago-aquatica,LC,not_threatened,Alisma plantago-aquatica
Alkanna,lutea,NT,not_threatened,Alkanna lutea
Alkanna,tinctoria tinctoria,LC,not_threatened,Alkanna tinctoria tinctoria
Allagopappus,canariensis,NT,not_threatened,Allagopappus canariensis
Alliaria,petiolata,LC,not_threatened,Alliaria petiolata
Allium,ampeloprasum,LC,not_threatened,Allium ampeloprasum
Allium,baeticum,LC,not_threatened,Allium baeticum
Allium,chamaemoly,LC,not_threatened,Allium chamaemoly
Allium,cupanii,LC,not_threatened,Allium cupanii
Allium,ericetorum,LC,not_threatened,Allium ericetorum
Allium,guttatum sardoum,LC,not_threatened,Allium guttatum sardoum
Allium,massaesylum,LC,not_threatened,Allium massaesylum
Allium,melananthum,LC,not_threatened,Allium melananthum
Allium,moly,LC,not_threatened,Allium moly
Allium,moschatum,LC,not_threatened,Allium moschatum
Allium,neapolitanum,LC,not_threatened,Allium neapolitanum
Allium,nigrum,LC,not_threatened,Allium nigrum
Allium,oleraceum,LC,not_threatened,Allium oleraceum
Allium,palentinum,LC,not_threatened,Allium palentinum
Allium,paniculatum,LC,not_threatened,Allium paniculatum
Allium,pardoi,VU,threatened,Allium pardoi
Allium,pruinatum,VU,threatened,Allium pruinatum
Allium,pyrenaicum,NT,not_threatened,Allium pyrenaicum
Allium,roseum,LC,not_threatened,Allium roseum
Allium,rouyi,CR,threatened,Allium rouyi
Allium,schmitzii,VU,threatened,Allium schmitzii
Allium,schoenoprasum,LC,not_threatened,Allium schoenoprasum
Allium,scorodoprasum rotundum,LC,not_threatened,Allium scorodoprasum rotundum
Allium,scorzonerifolium,LC,not_threatened,Allium scorzonerifolium
Allium,senescens montanum,LC,not_threatened,Allium senescens montanum
Allium,sphaerocephalon,LC,not_threatened,Allium sphaerocephalon
Allium,stearnii,LC,not_threatened,Allium stearnii
Allium,subhirsutum subhirsutum,LC,not_threatened,Allium subhirsutum subhirsutum
Allium,subvillosum,LC,not_threatened,Allium subvillosum
Allium,triquetrum,LC,not_threatened,Allium triquetrum
Allium,ursinum ursinum,NT,not_threatened,Allium ursinum ursinum
Allium,victorialis,LC,not_threatened,Allium victorialis
Allium,vineale,LC,not_threatened,Allium vineale
Alnus,glutinosa,LC,not_threatened,Alnus glutinosa
Alopecurus,aequalis,LC,not_threatened,Alopecurus aequalis
Alopecurus,arundinaceus,LC,not_threatened,Alopecurus arundinaceus
Alopecurus,bulbosus,NT,not_threatened,Alopecurus bulbosus
Alopecurus,geniculatus,LC,not_threatened,Alopecurus geniculatus
Alopecurus,gerardi,NT,not_threatened,Alopecurus gerardi
Alopecurus,myosuroides,LC,not_threatened,Alopecurus myosuroides
Alopecurus,pratensis pratensis,LC,not_threatened,Alopecurus pratensis pratensis
Althaea,cannabina,LC,not_threatened,Althaea cannabina
Althaea,hirsuta,LC,not_threatened,Althaea hirsuta
Althaea,longiflora,LC,not_threatened,Althaea longiflora
Althaea,officinalis,LC,not_threatened,Althaea officinalis
Althenia,orientalis,EN,threatened,Althenia orientalis
Alyssum,alpestre,NT,not_threatened,Alyssum alpestre
Alyssum,alyssoides,LC,not_threatened,Alyssum alyssoides
Alyssum,atlanticum,LC,not_threatened,Alyssum atlanticum
Alyssum,cuneifolium losanum,LC,not_threatened,Alyssum cuneifolium losanum
Alyssum,gadorense,VU,threatened,Alyssum gadorense
Alyssum,granatense,LC,not_threatened,Alyssum granatense
Alyssum,linifolium,LC,not_threatened,Alyssum linifolium
Alyssum,loiseleurii gallaecicum,CR,threatened,Alyssum loiseleurii gallaecicum
Alyssum,loiseleurii loiseleurii,VU,threatened,Alyssum loiseleurii loiseleurii
Alyssum,minutum,LC,not_threatened,Alyssum minutum
Alyssum,montanum,LC,not_threatened,Alyssum montanum
Alyssum,nevadense,VU,threatened,Alyssum nevadense
Alyssum,serpyllifolium,LC,not_threatened,Alyssum serpyllifolium
Alyssum,simplex,LC,not_threatened,Alyssum simplex
Alyssum,strigosum,LC,not_threatened,Alyssum strigosum
Amaranthus,blitum blitum,LC,not_threatened,Amaranthus blitum blitum
Amaranthus,deflexus,LC,not_threatened,Amaranthus deflexus
Amaranthus,graecizans silvestris,LC,not_threatened,Amaranthus graecizans silvestris
Amelanchier,ovalis,LC,not_threatened,Amelanchier ovalis
Ammi,majus,LC,not_threatened,Ammi majus
Ammi,visnaga,LC,not_threatened,Ammi visnaga
Ammochloa,palaestina,VU,threatened,Ammochloa palaestina
Ammoides,pusilla,LC,not_threatened,Ammoides pusilla
Ammophila,arenaria arenaria,NT,not_threatened,Ammophila arenaria arenaria
Ammophila,arenaria arundinacea,LC,not_threatened,Ammophila arenaria arundinacea
Ampelodesmos,mauritanica,LC,not_threatened,Ampelodesmos mauritanica
Anabasis,articulata,LC,not_threatened,Anabasis articulata
Anacamptis,pyramidalis,LC,not_threatened,Anacamptis pyramidalis
Anacyclus,clavatus,LC,not_threatened,Anacyclus clavatus
Anacyclus,homogamos,LC,not_threatened,Anacyclus homogamos
Anacyclus,pyrethrum,EN,threatened,Anacyclus pyrethrum
Anacyclus,radiatus coronatus,EN,threatened,Anacyclus radiatus coronatus
Anacyclus,radiatus radiatus,VU,threatened,Anacyclus radiatus radiatus
Anacyclus,valentinus,LC,not_threatened,Anacyclus valentinus
Anagallis,arvensis,LC,not_threatened,Anagallis arvensis
Anagallis,crassifolia,VU,threatened,Anagallis crassifolia
Anagallis,foemina,LC,not_threatened,Anagallis foemina
Anagallis,monelli,LC,not_threatened,Anagallis monelli
Anagallis,tenella,LC,not_threatened,Anagallis tenella
Anagyris,foetida,LC,not_threatened,Anagyris foetida
Anarrhinum,bellidifolium,LC,not_threatened,Anarrhinum bellidifolium
Anarrhinum,duriminium,LC,not_threatened,Anarrhinum duriminium
Anarrhinum,fruticosum fruticosum,CR,threatened,Anarrhinum fruticosum fruticosum
Anarrhinum,laxiflorum,LC,not_threatened,Anarrhinum laxiflorum
Anchusa,azurea,LC,not_threatened,Anchusa azurea
Anchusa,puechii,VU,threatened,Anchusa puechii
Anchusa,undulata granatensis,LC,not_threatened,Anchusa undulata granatensis
Anchusa,undulata undulata,LC,not_threatened,Anchusa undulata undulata
Andrachne,telephioides,NT,not_threatened,Andrachne telephioides
Androcymbium,europaeum,VU,threatened,Androcymbium europaeum
Andropogon,distachyos,LC,not_threatened,Andropogon distachyos
Androsace,cantabrica,EN,threatened,Androsace cantabrica
Androsace,ciliata,LC,not_threatened,Androsace ciliata
Androsace,cylindrica cylindrica,NT,not_threatened,Androsace cylindrica cylindrica
Androsace,cylindrica hirtella,VU,threatened,Androsace cylindrica hirtella
Androsace,cylindrica willkommii,VU,threatened,Androsace cylindrica willkommii
Androsace,elongata breistrofferi,LC,not_threatened,Androsace elongata breistrofferi
Androsace,halleri,VU,threatened,Androsace halleri
Androsace,helvetica,VU,threatened,Androsace helvetica
Androsace,lactea,LC,not_threatened,Androsace lactea
Androsace,laggeri,LC,not_threatened,Androsace laggeri
Androsace,maxima,LC,not_threatened,Androsace maxima
Androsace,pyrenaica,NT,not_threatened,Androsace pyrenaica
Androsace,rioxana,EN,threatened,Androsace rioxana
Androsace,vandellii,LC,not_threatened,Androsace vandellii
Androsace,villosa,LC,not_threatened,Androsace villosa
Androsace,vitaliana assoana,VU,threatened,Androsace vitaliana assoana
Androsace,vitaliana cinerea,NT,not_threatened,Androsace vitaliana cinerea
Androsace,vitaliana flosjugorum,NT,not_threatened,Androsace vitaliana flosjugorum
Androsace,vitaliana nevadensis,VU,threatened,Androsace vitaliana nevadensis
Androsace,vitaliana vitaliana,LC,not_threatened,Androsace vitaliana vitaliana
Andryala,agardhii,VU,threatened,Andryala agardhii
Andryala,arenaria,LC,not_threatened,Andryala arenaria
Andryala,integrifolia,LC,not_threatened,Andryala integrifolia
Andryala,laxiflora,LC,not_threatened,Andryala laxiflora
Andryala,pinnatifida buchiana,NT,not_threatened,Andryala pinnatifida buchiana
Andryala,pinnatifida pinnatifida,NT,not_threatened,Andryala pinnatifida pinnatifida
Andryala,ragusina,LC,not_threatened,Andryala ragusina
Andryala,rothia,LC,not_threatened,Andryala rothia
Anemone,coronaria,LC,not_threatened,Anemone coronaria
Anemone,narcissiflora,LC,not_threatened,Anemone narcissiflora
Anemone,nemorosa,LC,not_threatened,Anemone nemorosa
Anemone,palmata,LC,not_threatened,Anemone palmata
Anemone,pavoniana,LC,not_threatened,Anemone pavoniana
Anemone,ranunculoides,LC,not_threatened,Anemone ranunculoides
Anemone,trifolia albida,NT,not_threatened,Anemone trifolia albida
Angelica,major,LC,not_threatened,Angelica major
Angelica,pachycarpa,LC,not_threatened,Angelica pachycarpa
Angelica,razulii,LC,not_threatened,Angelica razulii
Angelica,sylvestris,LC,not_threatened,Angelica sylvestris
Anogramma,leptophylla,LC,not_threatened,Anogramma leptophylla
Antennaria,carpatica helvetica,LC,not_threatened,Antennaria carpatica helvetica
Antennaria,dioica,LC,not_threatened,Antennaria dioica
Anthemis,alpestris,LC,not_threatened,Anthemis alpestris
Anthemis,bourgaei,EN,threatened,Anthemis bourgaei
Anthemis,chrysantha,CR,threatened,Anthemis chrysantha
Anthemis,cotula,LC,not_threatened,Anthemis cotula
Anthemis,cretica carpatica,LC,not_threatened,Anthemis cretica carpatica
Anthemis,cretica saxatilis,VU,threatened,Anthemis cretica saxatilis
Anthemis,maritima maritima,LC,not_threatened,Anthemis maritima maritima
Anthemis,pedunculata pedunculata,LC,not_threatened,Anthemis pedunculata pedunculata
Anthemis,pedunculata turolensis,LC,not_threatened,Anthemis pedunculata turolensis
Anthemis,secundiramea,CR,threatened,Anthemis secundiramea
Anthericum,baeticum,LC,not_threatened,Anthericum baeticum
Anthericum,liliago liliago,NT,not_threatened,Anthericum liliago liliago
Anthericum,maurum,LC,not_threatened,Anthericum maurum
Anthericum,ramosum,LC,not_threatened,Anthericum ramosum
Anthoxanthum,amarum,LC,not_threatened,Anthoxanthum amarum
Anthoxanthum,aristatum aristatum,LC,not_threatened,Anthoxanthum aristatum aristatum
Anthoxanthum,aristatum macranthum,LC,not_threatened,Anthoxanthum aristatum macranthum
Anthoxanthum,odoratum,LC,not_threatened,Anthoxanthum odoratum
Anthoxanthum,ovatum,LC,not_threatened,Anthoxanthum ovatum
Anthriscus,caucalis,LC,not_threatened,Anthriscus caucalis
Anthriscus,sylvestris,LC,not_threatened,Anthriscus sylvestris
Anthyllis,cytisoides,LC,not_threatened,Anthyllis cytisoides
Anthyllis,lagascana,NT,not_threatened,Anthyllis lagascana
Anthyllis,montana,LC,not_threatened,Anthyllis montana
Anthyllis,onobrychioides,NT,not_threatened,Anthyllis onobrychioides
Anthyllis,polycephala,LC,not_threatened,Anthyllis polycephala
Anthyllis,ramburii,NT,not_threatened,Anthyllis ramburii
Anthyllis,rupestris,CR,threatened,Anthyllis rupestris
Anthyllis,tejedensis plumosa,VU,threatened,Anthyllis tejedensis plumosa
Anthyllis,tejedensis tejedensis,VU,threatened,Anthyllis tejedensis tejedensis
Anthyllis,terniflora,LC,not_threatened,Anthyllis terniflora
Anthyllis,vulneraria alpestris,LC,not_threatened,Anthyllis vulneraria alpestris
Anthyllis,vulneraria arundana,LC,not_threatened,Anthyllis vulneraria arundana
Anthyllis,vulneraria gandogeri,LC,not_threatened,Anthyllis vulneraria gandogeri
Anthyllis,vulneraria iberica,LC,not_threatened,Anthyllis vulneraria iberica
Anthyllis,vulneraria maura,LC,not_threatened,Anthyllis vulneraria maura
Anthyllis,vulneraria microcephala,LC,not_threatened,Anthyllis vulneraria microcephala
Anthyllis,vulneraria pseudoarundana,LC,not_threatened,Anthyllis vulneraria pseudoarundana
Anthyllis,vulneraria reuteri,LC,not_threatened,Anthyllis vulneraria reuteri
Anthyllis,vulneraria sampaioana,LC,not_threatened,Anthyllis vulneraria sampaioana
Anthyllis,vulneraria vulnerarioides,NT,not_threatened,Anthyllis vulneraria vulnerarioides
Antirrhinum,australe,LC,not_threatened,Antirrhinum australe
Antirrhinum,braun-blanquetii,LC,not_threatened,Antirrhinum braun-blanquetii
Antirrhinum,charidemi,CR,threatened,Antirrhinum charidemi
Antirrhinum,cirrhigerum,NT,not_threatened,Antirrhinum cirrhigerum
Antirrhinum,controversum,LC,not_threatened,Antirrhinum controversum
Antirrhinum,graniticum,LC,not_threatened,Antirrhinum graniticum
Antirrhinum,grosii,LC,not_threatened,Antirrhinum grosii
Antirrhinum,hispanicum,LC,not_threatened,Antirrhinum hispanicum
Antirrhinum,latifolium,VU,threatened,Antirrhinum latifolium
Antirrhinum,linkianum,EN,threatened,Antirrhinum linkianum
Antirrhinum,litigiosum,LC,not_threatened,Antirrhinum litigiosum
Antirrhinum,lopesianum,EN,threatened,Antirrhinum lopesianum
Antirrhinum,majus,LC,not_threatened,Antirrhinum majus
Antirrhinum,meonanthum,LC,not_threatened,Antirrhinum meonanthum
Antirrhinum,microphyllum,VU,threatened,Antirrhinum microphyllum
Antirrhinum,molle,LC,not_threatened,Antirrhinum molle
Antirrhinum,mollissimum,LC,not_threatened,Antirrhinum mollissimum
Antirrhinum,onubense,NT,not_threatened,Antirrhinum onubense
Antirrhinum,pertegasii,EN,threatened,Antirrhinum pertegasii
Antirrhinum,pulverulentum,LC,not_threatened,Antirrhinum pulverulentum
Antirrhinum,sempervirens,NT,not_threatened,Antirrhinum sempervirens
Antirrhinum,subbaeticum,EN,threatened,Antirrhinum subbaeticum
Antirrhinum,tortuosum,LC,not_threatened,Antirrhinum tortuosum
Antirrhinum,valentinum,VU,threatened,Antirrhinum valentinum
Apera,interrupta,LC,not_threatened,Apera interrupta
Apera,spica-venti spica-venti,VU,threatened,Apera spica-venti spica-venti
Aphanes,arvensis,LC,not_threatened,Aphanes arvensis
Aphanes,australis,LC,not_threatened,Aphanes australis
Aphanes,cornucopioides,LC,not_threatened,Aphanes cornucopioides
Aphanes,floribunda,LC,not_threatened,Aphanes floribunda
Aphanes,maroccana,NT,not_threatened,Aphanes maroccana
Aphanes,microcarpa,LC,not_threatened,Aphanes microcarpa
Aphanes,pusilla,DD,not_threatened,Aphanes pusilla
Aphyllanthes,monspeliensis,LC,not_threatened,Aphyllanthes monspeliensis
Apium,graveolens butronensis,CR,threatened,Apium graveolens butronensis
Apium,graveolens graveolens,LC,not_threatened,Apium graveolens graveolens
Apium,inundatum,LC,not_threatened,Apium inundatum
Apium,nodiflorum,LC,not_threatened,Apium nodiflorum
Apium,repens,LC,not_threatened,Apium repens
Aposeris,foetida,LC,not_threatened,Aposeris foetida
Apteranthes,burchardii burchardii,VU,threatened,Apteranthes burchardii burchardii
Apteranthes,europaea europaea,EN,threatened,Apteranthes europaea europaea
Apteranthes,munbyana hispanica,VU,threatened,Apteranthes munbyana hispanica
Aquilegia,pyrenaica cazorlensis,EN,threatened,Aquilegia pyrenaica cazorlensis
Aquilegia,pyrenaica discolor,NT,not_threatened,Aquilegia pyrenaica discolor
Aquilegia,pyrenaica guarensis,VU,threatened,Aquilegia pyrenaica guarensis
Aquilegia,pyrenaica pyrenaica,LC,not_threatened,Aquilegia pyrenaica pyrenaica
Aquilegia,viscosa hirsutissima,LC,not_threatened,Aquilegia viscosa hirsutissima
Aquilegia,vulgaris dichroa,LC,not_threatened,Aquilegia vulgaris dichroa
Aquilegia,vulgaris hispanica,LC,not_threatened,Aquilegia vulgaris hispanica
Aquilegia,vulgaris nevadensis,NT,not_threatened,Aquilegia vulgaris nevadensis
Aquilegia,vulgaris paui,CR,threatened,Aquilegia vulgaris paui
