Genus,Epithet,Status,threat_category,species
Abies,pinsapo,EN,threatened,Abies pinsapo
Acer,monspessulanum,NT,not_threatened,Acer monspessulanum
Acer,opalus granatense,NT,not_threatened,Acer opalus granatense
Aceras,anthropophorum,LC,not_threatened,Aceras anthropophorum
Achillea,ageratum,LC,not_threatened,Achillea ageratum
Achillea,ligustica,NT,not_threatened,Achillea ligustica
Achillea,maritima,VU,threatened,Achillea maritima
Achillea,millefolium,NT,not_threatened,Achillea millefolium
Achillea,odorata,LC,not_threatened,Achillea odorata
Achnatherum,bromoides,LC,not_threatened,Achnatherum bromoides
Achnatherum,calamagrostis,VU,threatened,Achnatherum calamagrostis
Acinos,alpinus,LC,not_threatened,Acinos alpinus
Acinos,arvensis,LC,not_threatened,Acinos arvensis
Acinos,rotundifolius,LC,not_threatened,Acinos rotundifolius
Aconitum,burnatii,VU,threatened,Aconitum burnatii
Aconitum,vulparia neapolitanum,NT,not_threatened,Aconitum vulparia neapolitanum
Adenocarpus,argyrophyllus,DD,not_threatened,Adenocarpus argyrophyllus
Adenocarpus,complicatus,LC,not_threatened,Adenocarpus complicatus
Adenocarpus,decorticans,LC,not_threatened,Adenocarpus decorticans
Adenocarpus,telonensis,LC,not_threatened,Adenocarpus telonensis
Adiantum,capillusveneris,NT,not_threatened,Adiantum capillusveneris
Adonis,aestivalis squarrosa,LC,not_threatened,Adonis aestivalis squarrosa
Adonis,annua,LC,not_threatened,Adonis annua
Adonis,flammea,LC,not_threatened,Adonis flammea
Adonis,microcarpa,LC,not_threatened,Adonis microcarpa
Adonis,vernalis,VU,threatened,Adonis vernalis
Aegilops,geniculata,LC,not_threatened,Aegilops geniculata
Aegilops,neglecta,LC,not_threatened,Aegilops neglecta
Aegilops,triuncialis,LC,not_threatened,Aegilops triuncialis
Aegilops,ventricosa,LC,not_threatened,Aegilops ventricosa
Aegonychon,purpurocaeruleum,DD,not_threatened,Aegonychon purpurocaeruleum
Aeluropus,littoralis,NT,not_threatened,Aeluropus littoralis
Sonchus,bulbosus bulbosus,LC,not_threatened,Sonchus bulbosus bulbosus
Aethionema,marginatum,LC,not_threatened,Aethionema marginatum
Aethionema,saxatile,LC,not_threatened,Aethionema saxatile
Aethusa,cynapium cynapium,DD,not_threatened,Aethusa cynapium cynapium
Agrimonia,eupatoria eupatoria,LC,not_threatened,Agrimonia eupatoria eupatoria
Agrimonia,eupatoria grandis,LC,not_threatened,Agrimonia eupatoria grandis
Agrimonia,procera,NT,not_threatened,Agrimonia procera
Agropyron,cristatum pectinatum,NT,not_threatened,Agropyron cristatum pectinatum
Agrostemma,githago,LC,not_threatened,Agrostemma githago
Agrostis,canina granatensis,VU,threatened,Agrostis canina granatensis
Agrostis,castellana,LC,not_threatened,Agrostis castellana
Agrostis,curtisii,NT,not_threatened,Agrostis curtisii
Agrostis,nevadensis,LC,not_threatened,Agrostis nevadensis
Agrostis,schleicheri,CR,threatened,Agrostis schleicheri
Agrostis,stolonifera,LC,not_threatened,Agrostis stolonifera
Aira,caryophyllea caryophyllea,LC,not_threatened,Aira caryophyllea caryophyllea
Aira,caryophyllea multiculmis,LC,not_threatened,Aira caryophyllea multiculmis
Aira,cupaniana,LC,not_threatened,Aira cupaniana
Aira,uniaristata,LC,not_threatened,Aira uniaristata
Airopsis,tenella,LC,not_threatened,Airopsis tenella
Aizoon,hispanicum,LC,not_threatened,Aizoon hispanicum
Ajuga,chamaepitys,LC,not_threatened,Ajuga chamaepitys
Ajuga,iva,LC,not_threatened,Ajuga iva
Alchemilla,filicaulis,DD,not_threatened,Alchemilla filicaulis
Alchemilla,fontqueri,CR,threatened,Alchemilla fontqueri
Alchemilla,glabra,DD,not_threatened,Alchemilla glabra
Alchemilla,saxatilis,DD,not_threatened,Alchemilla saxatilis
Alchemilla,straminea,DD,not_threatened,Alchemilla straminea
Alisma,lanceolatum,LC,not_threatened,Alisma lanceolatum
Alisma,plantagoaquatica,NT,not_threatened,Alisma plantagoaquatica
Alkanna,tinctoria,LC,not_threatened,Alkanna tinctoria
Alliaria,petiolata,LC,not_threatened,Alliaria petiolata
Allium,ampeloprasum,LC,not_threatened,Allium ampeloprasum
Allium,baeticum,LC,not_threatened,Allium baeticum
Allium,chamaemoly longicaulis,LC,not_threatened,Allium chamaemoly longicaulis
Allium,guttatum sardoum,LC,not_threatened,Allium guttatum sardoum
Allium,melananthum,LC,not_threatened,Allium melananthum
Allium,moly,DD,not_threatened,Allium moly
Allium,neapolitanum,LC,not_threatened,Allium neapolitanum
Allium,nigrum,LC,not_threatened,Allium nigrum
Allium,oleraceum,LC,not_threatened,Allium oleraceum
Allium,paniculatum paniculatum,LC,not_threatened,Allium paniculatum paniculatum
Allium,roseum,LC,not_threatened,Allium roseum
Allium,rouyi,LC,not_threatened,Allium rouyi
Allium,schoenoprasum,VU,threatened,Allium schoenoprasum
Allium,scorodoprasum rotundum,LC,not_threatened,Allium scorodoprasum rotundum
Allium,scorzonerifolium,LC,not_threatened,Allium scorzonerifolium
Allium,sphaerocephalon sphaerocephalon,LC,not_threatened,Allium sphaerocephalon sphaerocephalon
Allium,stearnii,LC,not_threatened,Allium stearnii
Allium,subhirsutum,LC,not_threatened,Allium subhirsutum
Allium,subvillosum,LC,not_threatened,Allium subvillosum
Allium,triquetrum,LC,not_threatened,Allium triquetrum
Allium,vineale,LC,not_threatened,Allium vineale
Alnus,glutinosa,LC,not_threatened,Alnus glutinosa
Alopecurus,arundinaceus,LC,not_threatened,Alopecurus arundinaceus
Alopecurus,myosuroides,NT,not_threatened,Alopecurus myosuroides
Althaea,cannabina,LC,not_threatened,Althaea cannabina
Althaea,hirsuta,LC,not_threatened,Althaea hirsuta
Althaea,longiflora,LC,not_threatened,Althaea longiflora
Althaea,officinalis,LC,not_threatened,Althaea officinalis
Althenia,orientalis betpakdalensis,VU,threatened,Althenia orientalis betpakdalensis
Althenia,orientalis orientalis,VU,threatened,Althenia orientalis orientalis
Alyssum,alyssoides,LC,not_threatened,Alyssum alyssoides
Alyssum,atlanticum,NT,not_threatened,Alyssum atlanticum
Alyssum,gadorense,VU,threatened,Alyssum gadorense
Alyssum,granatense,LC,not_threatened,Alyssum granatense
Alyssum,linifolium,LC,not_threatened,Alyssum linifolium
Alyssum,minutum,LC,not_threatened,Alyssum minutum
Alyssum,montanum montanum,LC,not_threatened,Alyssum montanum montanum
Alyssum,nevadense,VU,threatened,Alyssum nevadense
Alyssum,serpyllifolium,LC,not_threatened,Alyssum serpyllifolium
Alyssum,simplex,LC,not_threatened,Alyssum simplex
Alyssum,strigosum,LC,not_threatened,Alyssum strigosum
Amaranthus,blitum blitum,LC,not_threatened,Amaranthus blitum blitum
Amaranthus,graecizans sylvestris,LC,not_threatened,Amaranthus graecizans sylvestris
Amelanchier,ovalis,LC,not_threatened,Amelanchier ovalis
Ammi,majus,LC,not_threatened,Ammi majus
Ammi,visnaga,LC,not_threatened,Ammi visnaga
Ammochloa,palestina,VU,threatened,Ammochloa palestina
Ammoides,pusilla,LC,not_threatened,Ammoides pusilla
Ammophila,arenaria arundinacea,LC,not_threatened,Ammophila arenaria arundinacea
Anabasis,articulata,LC,not_threatened,Anabasis articulata
Anacamptis,pyramidalis,LC,not_threatened,Anacamptis pyramidalis
Anacyclus,clavatus,LC,not_threatened,Anacyclus clavatus
Anacyclus,radiatus radiatus,LC,not_threatened,Anacyclus radiatus radiatus
Anacyclus,valentinus,LC,not_threatened,Anacyclus valentinus
Anagallis,arvensis,LC,not_threatened,Anagallis arvensis
Anagallis,foemina,LC,not_threatened,Anagallis foemina
Anagallis,monelli,LC,not_threatened,Anagallis monelli
Anagallis,tenella,LC,not_threatened,Anagallis tenella
Anagyris,foetida,LC,not_threatened,Anagyris foetida
Anarrhinum,bellidifolium,LC,not_threatened,Anarrhinum bellidifolium
Anarrhinum,laxiflorum,LC,not_threatened,Anarrhinum laxiflorum
Anchusa,azurea,LC,not_threatened,Anchusa azurea
Anchusa,puechii,VU,threatened,Anchusa puechii
Anchusa,undulata granatensis,LC,not_threatened,Anchusa undulata granatensis
Anchusa,undulata undulata,LC,not_threatened,Anchusa undulata undulata
Androcymbium,gramineum,VU,threatened,Androcymbium gramineum
Andropogon,distachyos,LC,not_threatened,Andropogon distachyos
Androsace,maxima,LC,not_threatened,Androsace maxima
Androsace,vandellii,NT,not_threatened,Androsace vandellii
Androsace,vitaliana nevadensis,VU,threatened,Androsace vitaliana nevadensis
Andryala,agardhii,VU,threatened,Andryala agardhii
Andryala,arenaria,LC,not_threatened,Andryala arenaria
Andryala,integrifolia,LC,not_threatened,Andryala integrifolia
Andryala,ragusina,LC,not_threatened,Andryala ragusina
Andryala,rothia,LC,not_threatened,Andryala rothia
Anemone,coronaria,LC,not_threatened,Anemone coronaria
Anemone,palmata,LC,not_threatened,Anemone palmata
Anogramma,leptophylla,LC,not_threatened,Anogramma leptophylla
Antennaria,dioica,VU,threatened,Antennaria dioica
Anthemis,cotula,LC,not_threatened,Anthemis cotula
Anthemis,pedunculata pedunculata,LC,not_threatened,Anthemis pedunculata pedunculata
Anthericum,baeticum,LC,not_threatened,Anthericum baeticum
Anthericum,liliago,NT,not_threatened,Anthericum liliago
Anthoxanthum,aristatum aristatum,LC,not_threatened,Anthoxanthum aristatum aristatum
Anthoxanthum,aristatum macranthum,LC,not_threatened,Anthoxanthum aristatum macranthum
Anthoxanthum,odoratum,LC,not_threatened,Anthoxanthum odoratum
Anthoxanthum,ovatum,LC,not_threatened,Anthoxanthum ovatum
Anthriscus,caucalis,LC,not_threatened,Anthriscus caucalis
Anthriscus,sylvestris,LC,not_threatened,Anthriscus sylvestris
Anthyllis,cytisoides,LC,not_threatened,Anthyllis cytisoides
Anthyllis,montana,LC,not_threatened,Anthyllis montana
Anthyllis,onobrychioides,LC,not_threatened,Anthyllis onobrychioides
Anthyllis,polycephala,LC,not_threatened,Anthyllis polycephala
Anthyllis,ramburii,VU,threatened,Anthyllis ramburii
Anthyllis,rupestris,EN,threatened,Anthyllis rupestris
Anthyllis,tejedensis plumosa,VU,threatened,Anthyllis tejedensis plumosa
Anthyllis,tejedensis tejedensis,LC,not_threatened,Anthyllis tejedensis tejedensis
Anthyllis,terniflora,LC,not_threatened,Anthyllis terniflora
Anthyllis,vulneraria arundana,LC,not_threatened,Anthyllis vulneraria arundana
Anthyllis,vulneraria gandogeri,LC,not_threatened,Anthyllis vulneraria gandogeri
Anthyllis,vulneraria maura,LC,not_threatened,Anthyllis vulneraria maura
Anthyllis,vulneraria microcephala,LC,not_threatened,Anthyllis vulneraria microcephala
Anthyllis,vulneraria pseudoarundana,LC,not_threatened,Anthyllis vulneraria pseudoarundana
Anthyllis,vulneraria reuteri,LC,not_threatened,Anthyllis vulneraria reuteri
Antirrhinum,australe,LC,not_threatened,Antirrhinum australe
Antirrhinum,charidemi,CR,threatened,Antirrhinum charidemi
Antirrhinum,controversum,LC,not_threatened,Antirrhinum controversum
Antirrhinum,graniticum,LC,not_threatened,Antirrhinum graniticum
Antirrhinum,hispanicum,LC,not_threatened,Antirrhinum hispanicum
Antirrhinum,litigiosum,LC,not_threatened,Antirrhinum litigiosum
Antirrhinum,mollissimum,LC,not_threatened,Antirrhinum mollissimum
Apera,interrupta,LC,not_threatened,Apera interrupta
Aphanes,arvensis,LC,not_threatened,Aphanes arvensis
Aphanes,australis,LC,not_threatened,Aphanes australis
Aphanes,cornucopioides,LC,not_threatened,Aphanes cornucopioides
Aphanes,microcarpa,LC,not_threatened,Aphanes microcarpa
Aphyllanthes,monspeliensis,LC,not_threatened,Aphyllanthes monspeliensis
Apium,graveolens graveolens,LC,not_threatened,Apium graveolens graveolens
Apium,nodiflorum,LC,not_threatened,Apium nodiflorum
Apium,repens,LC,not_threatened,Apium repens
Apteranthes,europaea europaea,EN,threatened,Apteranthes europaea europaea
Aquilegia,pyrenaica cazorlensis,EN,threatened,Aquilegia pyrenaica cazorlensis
Aquilegia,vulgaris hispanica,VU,threatened,Aquilegia vulgaris hispanica
Aquilegia,vulgaris nevadensis,VU,threatened,Aquilegia vulgaris nevadensis
Arabidopsis,thaliana,LC,not_threatened,Arabidopsis thaliana
Arabis,alpina,LC,not_threatened,Arabis alpina
Arabis,auriculata,LC,not_threatened,Arabis auriculata
Arabis,hirsuta,LC,not_threatened,Arabis hirsuta
Arabis,margaritae,CR,threatened,Arabis margaritae
Arabis,nova iberica,LC,not_threatened,Arabis nova iberica
Arabis,parvula,LC,not_threatened,Arabis parvula
Arabis,planisiliqua,LC,not_threatened,Arabis planisiliqua
Arabis,stenocarpa,LC,not_threatened,Arabis stenocarpa
Arabis,turrita,LC,not_threatened,Arabis turrita
Arabis,verna,LC,not_threatened,Arabis verna
Arbutus,unedo,LC,not_threatened,Arbutus unedo
Arceuthobium,oxycedri,VU,threatened,Arceuthobium oxycedri
Arctium,minus,LC,not_threatened,Arctium minus
Arctostaphylos,uvaursi,NT,not_threatened,Arctostaphylos uvaursi
Arenaria,alfacarensis,VU,threatened,Arenaria alfacarensis
Arenaria,arcuatociliata,VU,threatened,Arenaria arcuatociliata
Arenaria,armerina armerina,LC,not_threatened,Arenaria armerina armerina
Arenaria,armerina caesia,LC,not_threatened,Arenaria armerina caesia
Arenaria,arundana,LC,not_threatened,Arenaria arundana
Arenaria,capillipes,NT,not_threatened,Arenaria capillipes
Arenaria,delaguardiae,VU,threatened,Arenaria delaguardiae
Arenaria,emarginata emarginata,LC,not_threatened,Arenaria emarginata emarginata
Arenaria,erinacea,LC,not_threatened,Arenaria erinacea
Arenaria,grandiflora grandiflora,LC,not_threatened,Arenaria grandiflora grandiflora
Arenaria,hispanica,LC,not_threatened,Arenaria hispanica
Arenaria,leptoclados,LC,not_threatened,Arenaria leptoclados
Arenaria,modesta modesta,LC,not_threatened,Arenaria modesta modesta
Arenaria,modesta tenuis,LC,not_threatened,Arenaria modesta tenuis
Arenaria,montana intricata,LC,not_threatened,Arenaria montana intricata
Arenaria,montana montana,LC,not_threatened,Arenaria montana montana
Arenaria,nevadensis,CR,threatened,Arenaria nevadensis
Arenaria,obtusiflora ciliaris,LC,not_threatened,Arenaria obtusiflora ciliaris
Arenaria,obtusiflora obtusiflora,LC,not_threatened,Arenaria obtusiflora obtusiflora
Arenaria,pomelii,LC,not_threatened,Arenaria pomelii
Arenaria,pungens pungens,LC,not_threatened,Arenaria pungens pungens
Arenaria,racemosa,VU,threatened,Arenaria racemosa
Arenaria,retusa,LC,not_threatened,Arenaria retusa
Arenaria,serpyllifolia,LC,not_threatened,Arenaria serpyllifolia
Arenaria,tetraquetra amabilis,LC,not_threatened,Arenaria tetraquetra amabilis
Arenaria,tetraquetra murcica,LC,not_threatened,Arenaria tetraquetra murcica
Arenaria,tomentosa,VU,threatened,Arenaria tomentosa
Argantoniella,salzmannii,LC,not_threatened,Argantoniella salzmannii
Argyrolobium,zanonii zanonii,LC,not_threatened,Argyrolobium zanonii zanonii
Arisarum,proboscideum,EN,threatened,Arisarum proboscideum
Arisarum,simorrhinum,LC,not_threatened,Arisarum simorrhinum
Arisarum,vulgare,LC,not_threatened,Arisarum vulgare
Aristida,adcensionis caerulescens,LC,not_threatened,Aristida adcensionis caerulescens
Aristolochia,baetica,LC,not_threatened,Aristolochia baetica
Aristolochia,paucinervis,LC,not_threatened,Aristolochia paucinervis
Aristolochia,pistolochia,LC,not_threatened,Aristolochia pistolochia
Armeria,alboi,DD,not_threatened,Armeria alboi
Armeria,bourgaei bourgaei,DD,not_threatened,Armeria bourgaei bourgaei
Armeria,bourgaei lanceobracteata,DD,not_threatened,Armeria bourgaei lanceobracteata
Armeria,colorata,EN,threatened,Armeria colorata
Armeria,filicaulis alfacarensis,EN,threatened,Armeria filicaulis alfacarensis
Armeria,filicaulis filicaulis,LC,not_threatened,Armeria filicaulis filicaulis
Armeria,filicaulis nevadensis,VU,threatened,Armeria filicaulis nevadensis
Armeria,filicaulis trevenqueana,EN,threatened,Armeria filicaulis trevenqueana
Armeria,hirta,DD,not_threatened,Armeria hirta
Armeria,malacitana,DD,not_threatened,Armeria malacitana
Armeria,pauana,DD,not_threatened,Armeria pauana
Armeria,splendens,VU,threatened,Armeria splendens
Armeria,villosa bernisii,LC,not_threatened,Armeria villosa bernisii
Armeria,villosa carratracensis,EN,threatened,Armeria villosa carratracensis
Armeria,villosa longiaristata,LC,not_threatened,Armeria villosa longiaristata
Armeria,villosa provillosa,LC,not_threatened,Armeria villosa provillosa
Armeria,villosa villosa,VU,threatened,Armeria villosa villosa
Arnoseris,minima,NT,not_threatened,Arnoseris minima
Arrhenatherum,album,LC,not_threatened,Arrhenatherum album
Arrhenatherum,elatius baeticum,LC,not_threatened,Arrhenatherum elatius baeticum
Arrhenatherum,elatius bulbosum,DD,not_threatened,Arrhenatherum elatius bulbosum
Arrhenatherum,elatius elatius,DD,not_threatened,Arrhenatherum elatius elatius
Arrhenatherum,elatius sardoum,NT,not_threatened,Arrhenatherum elatius sardoum
Artemisia,absinthium,LC,not_threatened,Artemisia absinthium
Artemisia,alba nevadensis,LC,not_threatened,Artemisia alba nevadensis
Artemisia,alba nevadensis,VU,threatened,Artemisia alba nevadensis
Artemisia,barrelieri,LC,not_threatened,Artemisia barrelieri
Artemisia,caerulescens gallica,VU,threatened,Artemisia caerulescens gallica
Artemisia,campestris glutinosa,LC,not_threatened,Artemisia campestris glutinosa
Artemisia,chamaemelifolia chamaemelifolia,VU,threatened,Artemisia chamaemelifolia chamaemelifolia
Artemisia,granatensis,CR,threatened,Artemisia granatensis
Artemisia,herbaalba,LC,not_threatened,Artemisia herbaalba
Artemisia,lucentica,NT,not_threatened,Artemisia lucentica
Artemisia,umbelliformis umbelliformis,EN,threatened,Artemisia umbelliformis umbelliformis
Arthrocnemum,macrostachyum,NT,not_threatened,Arthrocnemum macrostachyum
Arum,cylindraceum,NT,not_threatened,Arum cylindraceum
Arum,italicum,LC,not_threatened,Arum italicum
Asparagus,acutifolius,LC,not_threatened,Asparagus acutifolius
Asparagus,albus,LC,not_threatened,Asparagus albus
Asparagus,aphyllus,LC,not_threatened,Asparagus aphyllus
Asparagus,horridus,LC,not_threatened,Asparagus horridus
Asperugo,procumbens,LC,not_threatened,Asperugo procumbens
Asperula,aristata scabra,LC,not_threatened,Asperula aristata scabra
Asperula,arvensis,LC,not_threatened,Asperula arvensis
Asperula,hirsuta,LC,not_threatened,Asperula hirsuta
Asphodelus,aestivus,LC,not_threatened,Asphodelus aestivus
Asphodelus,ayardii,LC,not_threatened,Asphodelus ayardii
Asphodelus,cerasiferus,LC,not_threatened,Asphodelus cerasiferus
Asphodelus,fistulosus,LC,not_threatened,Asphodelus fistulosus
Asphodelus,macrocarpus rubescens,LC,not_threatened,Asphodelus macrocarpus rubescens
Asphodelus,ramosus distalis,LC,not_threatened,Asphodelus ramosus distalis
Asphodelus,serotinus,LC,not_threatened,Asphodelus serotinus
Asphodelus,tenuifolius,LC,not_threatened,Asphodelus tenuifolius
Asplenium,adiantum.nigrum,LC,not_threatened,Asplenium adiantum.nigrum
Asplenium,fontanum fontanum,NT,not_threatened,Asplenium fontanum fontanum
Asplenium,foreziense,NT,not_threatened,Asplenium foreziense
Asplenium,onopteris,LC,not_threatened,Asplenium onopteris
Asplenium,petrarchae bivalens,DD,not_threatened,Asplenium petrarchae bivalens
Asplenium,petrarchae petrarchae,LC,not_threatened,Asplenium petrarchae petrarchae
Asplenium,rutamuraria rutamuraria,LC,not_threatened,Asplenium rutamuraria rutamuraria
Asplenium,seelosii glabrum,VU,threatened,Asplenium seelosii glabrum
Asplenium,septentrionale septentrionale,NT,not_threatened,Asplenium septentrionale septentrionale
Asplenium,trichomanes pachyrachis,LC,not_threatened,Asplenium trichomanes pachyrachis
Asplenium,trichomanes quadrivalens,LC,not_threatened,Asplenium trichomanes quadrivalens
Asplenium,viride,NT,not_threatened,Asplenium viride
Aster,linosyris,NT,not_threatened,Aster linosyris
Aster,sedifolius,LC,not_threatened,Aster sedifolius
Asteriscus,aquaticus,LC,not_threatened,Asteriscus aquaticus
Asteriscus,pygmaeus,NT,not_threatened,Asteriscus pygmaeus
Asterolinon,linumstellatum,LC,not_threatened,Asterolinon linumstellatum
Astragalus,alopecuroides alopecuroides,LC,not_threatened,Astragalus alopecuroides alopecuroides
Astragalus,alopecuroides grosii,NT,not_threatened,Astragalus alopecuroides grosii
Astragalus,boeticus,LC,not_threatened,Astragalus boeticus
Astragalus,bourgaeanus,LC,not_threatened,Astragalus bourgaeanus
Astragalus,cavanillesii,DD,not_threatened,Astragalus cavanillesii
Astragalus,clusianus,LC,not_threatened,Astragalus clusianus
Astragalus,cymbaecarpos,LC,not_threatened,Astragalus cymbaecarpos
Astragalus,depressus,LC,not_threatened,Astragalus depressus
Astragalus,echinatus,LC,not_threatened,Astragalus echinatus
Astragalus,edulis,EN,threatened,Astragalus edulis
Astragalus,epiglottis,LC,not_threatened,Astragalus epiglottis
Astragalus,glaux,LC,not_threatened,Astragalus glaux
Astragalus,glycyphyllos,DD,not_threatened,Astragalus glycyphyllos
Astragalus,granatensis,LC,not_threatened,Astragalus granatensis
Astragalus,guttatus,CR,threatened,Astragalus guttatus
Astragalus,hamosus,LC,not_threatened,Astragalus hamosus
Astragalus,hispanicus,DD,not_threatened,Astragalus hispanicus
Astragalus,hypoglottis hypoglottis,DD,not_threatened,Astragalus hypoglottis hypoglottis
Astragalus,incanus incanus,LC,not_threatened,Astragalus incanus incanus
Astragalus,incanus nummularioides,LC,not_threatened,Astragalus incanus nummularioides
Astragalus,longidentatus,NT,not_threatened,Astragalus longidentatus
Astragalus,monspessulanus gypsophyllus,LC,not_threatened,Astragalus monspessulanus gypsophyllus
Astragalus,monspessulanus monspessulanus,LC,not_threatened,Astragalus monspessulanus monspessulanus
Astragalus,nevadensis nevadensis,NT,not_threatened,Astragalus nevadensis nevadensis
Astragalus,oxyglottis,CR,threatened,Astragalus oxyglottis
Astragalus,pelecinus pelecinus,LC,not_threatened,Astragalus pelecinus pelecinus
Astragalus,peregrinus warionis,CR,threatened,Astragalus peregrinus warionis
Astragalus,scorpioides,LC,not_threatened,Astragalus scorpioides
Astragalus,sesameus,LC,not_threatened,Astragalus sesameus
Astragalus,stella,LC,not_threatened,Astragalus stella
Astragalus,tremolsianus,CR,threatened,Astragalus tremolsianus
Astragalus,vesicarius,LC,not_threatened,Astragalus vesicarius
Athamanta,hispanica,VU,threatened,Athamanta hispanica
Athamanta,vayredana,VU,threatened,Athamanta vayredana
Athyrium,filixfemina,LC,not_threatened,Athyrium filixfemina
Atractylis,cancellata,LC,not_threatened,Atractylis cancellata
Atractylis,humilis,LC,not_threatened,Atractylis humilis
Atriplex,chenopodioides,LC,not_threatened,Atriplex chenopodioides
Atriplex,glauca glauca,LC,not_threatened,Atriplex glauca glauca
Atriplex,halimus,LC,not_threatened,Atriplex halimus
Atriplex,patula,LC,not_threatened,Atriplex patula
Atriplex,prostrata,LC,not_threatened,Atriplex prostrata
Atriplex,rosea,LC,not_threatened,Atriplex rosea
Atropa,baetica,CR,threatened,Atropa baetica
Atropa,belladonna,EN,threatened,Atropa belladonna
Avellinia,festucoides,LC,not_threatened,Avellinia festucoides
Avena,barbata barbata,LC,not_threatened,Avena barbata barbata
Avena,barbata castellana,DD,not_threatened,Avena barbata castellana
Avena,barbata hirtula,DD,not_threatened,Avena barbata hirtula
Avena,barbata lusitanica,LC,not_threatened,Avena barbata lusitanica
Avena,eriantha,DD,not_threatened,Avena eriantha
Avena,fatua fatua,DD,not_threatened,Avena fatua fatua
Avena,sterilis ludoviciana,LC,not_threatened,Avena sterilis ludoviciana
Avena,sterilis sterilis,LC,not_threatened,Avena sterilis sterilis
Avenula,bromoides bromoides,LC,not_threatened,Avenula bromoides bromoides
Avenula,bromoides pauneroi,DD,not_threatened,Avenula bromoides pauneroi
Avenula,cintrana,DD,not_threatened,Avenula cintrana
Avenula,gervaisii arundana,DD,not_threatened,Avenula gervaisii arundana
Avenula,gervaisii gervaisii,LC,not_threatened,Avenula gervaisii gervaisii
Avenula,gervaisii murcica,DD,not_threatened,Avenula gervaisii murcica
Avenula,levis,VU,threatened,Avenula levis
Avenula,pratensis iberica,DD,not_threatened,Avenula pratensis iberica
Avenula,sulcata albinervis,DD,not_threatened,Avenula sulcata albinervis
Baldellia,ranunculoides,LC,not_threatened,Baldellia ranunculoides
Ballota,hirsuta,LC,not_threatened,Ballota hirsuta
Ballota,nigra,LC,not_threatened,Ballota nigra
Barbarea,verna,LC,not_threatened,Barbarea verna
Barlia,robertiana,LC,not_threatened,Barlia robertiana
Bartsia,trixago,LC,not_threatened,Bartsia trixago
Bassia,hyssopifolia,LC,not_threatened,Bassia hyssopifolia
Bassia,prostrata,LC,not_threatened,Bassia prostrata
Bassia,scoparia scoparia,LC,not_threatened,Bassia scoparia scoparia
Bellis,annua annua,LC,not_threatened,Bellis annua annua
Bellis,cordifolia,EN,threatened,Bellis cordifolia
Bellis,microcephala,LC,not_threatened,Bellis microcephala
Bellis,pappulosa,LC,not_threatened,Bellis pappulosa
Bellis,perennis,LC,not_threatened,Bellis perennis
Bellis,sylvestris,LC,not_threatened,Bellis sylvestris
Berberis,vulgaris australis,LC,not_threatened,Berberis vulgaris australis
Berula,erecta,LC,not_threatened,Berula erecta
Beta,macrocarpa,LC,not_threatened,Beta macrocarpa
Beta,maritima maritima,LC,not_threatened,Beta maritima maritima
Betula,pendula fontqueri,EN,threatened,Betula pendula fontqueri
Biarum,arundanum,LC,not_threatened,Biarum arundanum
Biarum,carratracense,LC,not_threatened,Biarum carratracense
Biarum,dispar,NT,not_threatened,Biarum dispar
Bifora,testiculata,LC,not_threatened,Bifora testiculata
Biscutella,auriculata,LC,not_threatened,Biscutella auriculata
Biscutella,baetica,LC,not_threatened,Biscutella baetica
Biscutella,frutescens,NT,not_threatened,Biscutella frutescens
Biscutella,glacialis,NT,not_threatened,Biscutella glacialis
Biscutella,lyrata,LC,not_threatened,Biscutella lyrata
Biscutella,laxa,LC,not_threatened,Biscutella laxa
Biscutella,stenophyla,LC,not_threatened,Biscutella stenophyla
Bituminaria,bituminosa,LC,not_threatened,Bituminaria bituminosa
Blackstonia,perfoliata imperfoliata,LC,not_threatened,Blackstonia perfoliata imperfoliata
Blackstonia,perfoliata perfoliata,LC,not_threatened,Blackstonia perfoliata perfoliata
Blackstonia,perfoliata serotina,LC,not_threatened,Blackstonia perfoliata serotina
Blechnum,spicant spicant,NT,not_threatened,Blechnum spicant spicant
Bolboschoenus,maritimus,LC,not_threatened,Bolboschoenus maritimus
Bombycilaena,discolor,LC,not_threatened,Bombycilaena discolor
Bombycilaena,erecta,LC,not_threatened,Bombycilaena erecta
Borago,officinalis,LC,not_threatened,Borago officinalis
Boreava,aptera,EN,threatened,Boreava aptera
Botrychium,lunaria,VU,threatened,Botrychium lunaria
Brachiaria,eruciformis,LC,not_threatened,Brachiaria eruciformis
Brachypodium,distachyon,LC,not_threatened,Brachypodium distachyon
Brachypodium,phoenicoides,LC,not_threatened,Brachypodium phoenicoides
Brachypodium,retusum,LC,not_threatened,Brachypodium retusum
Brachypodium,sylvaticum sylvaticum,LC,not_threatened,Brachypodium sylvaticum sylvaticum
Brassica,barrelieri,LC,not_threatened,Brassica barrelieri
Brassica,fruticulosa cossoniana,LC,not_threatened,Brassica fruticulosa cossoniana
Brassica,fruticulosa fruticulosa,LC,not_threatened,Brassica fruticulosa fruticulosa
Brassica,nigra,LC,not_threatened,Brassica nigra
Brassica,repanda almeriensis,VU,threatened,Brassica repanda almeriensis
Brassica,repanda blancoana,LC,not_threatened,Brassica repanda blancoana
Brassica,repanda confusa,LC,not_threatened,Brassica repanda confusa
Brassica,repanda latisiliqua,LC,not_threatened,Brassica repanda latisiliqua
