Species,rates
Huperzia_selago,0.00364971671588597
Lycopodiella_inundata,0.0036500209975968844
Lycopodium_clavatum,0.003697668592512263
Diphasiastrum_alpinum,0.0033748277821895882
Selaginella_selaginoides,0.003954214690447312
Psilotum_nudum,0.004955599534290273
Ophioglossum_lusitanicum,0.005514771051131971
Botrychium_matricariifolium,0.005087505705055049
Botrychium_lunaria,0.005919265361616653
Ophioglossum_vulgatum,0.005395526374065447
Equisetum_fluviatile,0.005593004848874268
Equisetum_telmateia,0.005415612032528565
Equisetum_palustre,0.004839926309417609
Equisetum_sylvaticum,0.005221245960402672
Equisetum_arvense,0.0063720085234109805
Equisetum_variegatum,0.007093697916883768
Equisetum_ramosissimum,0.00686130988446084
Equisetum_hyemale,0.006440153557193861
Osmunda_regalis,0.0063848177390658
Hymenophyllum_tunbrigense,0.0063714690037865104
Salvinia_natans,0.0072657785953719875
Marsilea_quadrifolia,0.007070356020997293
Cryptogramma_crispa,0.009867892835820173
Anogramma_leptophylla,0.00884606564899953
Pteris_vittata,0.009002938977886977
Pellaea_calomelanos,0.009181574140303989
Adiantum_capillus-veneris,0.00866735782123239
Pteridium_aquilinum,0.012109222929026667
Ceterach_officinarum,0.021830210660497434
Asplenium_septentrionale,0.02983043336360939
Asplenium_seelosii,0.027310976336967732
Asplenium_onopteris,0.037634938944266554
Asplenium_viride,0.04935077807336139
Asplenium_trichomanes,0.045447217174580896
Asplenium_petrarchae,0.046065153724495274
Asplenium_majoricum,0.051564532006453945
Gymnocarpium_dryopteris,0.013737556343608093
Cystopteris_fragilis,0.013932614557230796
Athyrium_filix-femina,0.013622248348711797
Blechnum_spicant,0.014050448359588998
Polypodium_vulgare,0.021680894839490084
Polystichum_aculeatum,0.0269893100588671
Polystichum_setiferum,0.025748969574927203
Polystichum_lonchitis,0.025102599559195218
Dryopteris_oreades,0.02768347899577303
Dryopteris_filix-mas,0.03004242287972737
Dryopteris_aemula,0.03764714100400803
Dryopteris_dilatata,0.03521320663678312
Dryopteris_remota,0.05043907871241347
Dryopteris_carthusiana,0.04692650657566332
Dryopteris_expansa,0.04163907186572866
Ephedra_distachya,0.006250949587599536
Ephedra_fragilis,0.006196644532007372
Abies_alba,0.006143010811800419
Abies_pinsapo,0.006606980998228063
Pinus_pinaster,0.008742874459832841
Pinus_halepensis,0.007995711442449467
Pinus_pinea,0.008423123495870485
Pinus_nigra,0.007443962570563097
Pinus_sylvestris,0.006981417103777374
Taxus_baccata,0.007222503123023034
Tetraclinis_articulata,0.009003808121902188
Juniperus_communis,0.013328564405997782
Juniperus_oxycedrus,0.017260492425703076
Juniperus_sabina,0.01805746025499542
Juniperus_phoenicea,0.013262475910783075
Juniperus_thurifera,0.013985089631663778
Nymphaea_alba,0.00682133838677372
Ceratophyllum_submersum,0.0067992944312719955
Ceratophyllum_demersum,0.0068711183826685755
Posidonia_oceanica,0.01703959881745106
Ruppia_maritima,0.016314928881366497
Ruppia_cirrhosa,0.017386942494932025
Cymodocea_nodosa,0.021390348331693433
Zostera_marina,0.019777414282119356
Zostera_noltii,0.01830723627306136
Groenlandia_densa,0.02386694983038779
Zannichellia_palustris,0.02353608574730407
Potamogeton_polygonifolius,0.033996911813553736
Potamogeton_coloratus,0.03213079868119638
Potamogeton_natans,0.04347511351991391
Potamogeton_berchtoldii,0.03757991371818912
Potamogeton_pusillus,0.04811313224802571
